,Annotation Cluster 1,Enrichment Score: 17.788187525631553,,,,,,,,,,
 FGFR1,KEGG_PATHWAY,cfa05200:Pathways in cancer,57,11.30952381,2.37E-13,"FGF19, HRAS, PTGS2, MMP9, ADCY5, GNA11, PPARG, FASLG, LPAR3, MMP2, GLI3, CXCL12, PTEN, EDNRA, CDC42, FOS, AGTR1, CDKN2A, RHOA, FGF1, MYC, FGF2, AKT2, FGF4, AR, RET, BRAF, FGF23, FGF21, STK4, JUP, EP300, JUN, VEGFA, GNAS, LAMC1, FGFR2, FGFR1, BDKRB1, BCL2L1, LAMB2, KRAS, BCL2, SOS1, SOS2, EGF, MAP2K1, MAP2K2, VHL, CBL, SMAD4, IGF1, RAF1, HGF, NRAS, LAMA4, IKBKG",339,392,6781,2.908592198,6.06E-11,1.01E-11
 BDKRB1,KEGG_PATHWAY,cfa05200:Pathways in cancer,57,11.30952381,2.37E-13,"FGF19, HRAS, PTGS2, MMP9, ADCY5, GNA11, PPARG, FASLG, LPAR3, MMP2, GLI3, CXCL12, PTEN, EDNRA, CDC42, FOS, AGTR1, CDKN2A, RHOA, FGF1, MYC, FGF2, AKT2, FGF4, AR, RET, BRAF, FGF23, FGF21, STK4, JUP, EP300, JUN, VEGFA, GNAS, LAMC1, FGFR2, FGFR1, BDKRB1, BCL2L1, LAMB2, KRAS, BCL2, SOS1, SOS2, EGF, MAP2K1, MAP2K2, VHL, CBL, SMAD4, IGF1, RAF1, HGF, NRAS, LAMA4, IKBKG",339,392,6781,2.908592198,6.06E-11,1.01E-11
 BCL2L1,KEGG_PATHWAY,cfa05200:Pathways in cancer,57,11.30952381,2.37E-13,"FGF19, HRAS, PTGS2, MMP9, ADCY5, GNA11, PPARG, FASLG, LPAR3, MMP2, GLI3, CXCL12, PTEN, EDNRA, CDC42, FOS, AGTR1, CDKN2A, RHOA, FGF1, MYC, FGF2, AKT2, FGF4, AR, RET, BRAF, FGF23, FGF21, STK4, JUP, EP300, JUN, VEGFA, GNAS, LAMC1, FGFR2, FGFR1, BDKRB1, BCL2L1, LAMB2, KRAS, BCL2, SOS1, SOS2, EGF, MAP2K1, MAP2K2, VHL, CBL, SMAD4, IGF1, RAF1, HGF, NRAS, LAMA4, IKBKG",339,392,6781,2.908592198,6.06E-11,1.01E-11
 LAMB2,KEGG_PATHWAY,cfa05200:Pathways in cancer,57,11.30952381,2.37E-13,"FGF19, HRAS, PTGS2, MMP9, ADCY5, GNA11, PPARG, FASLG, LPAR3, MMP2, GLI3, CXCL12, PTEN, EDNRA, CDC42, FOS, AGTR1, CDKN2A, RHOA, FGF1, MYC, FGF2, AKT2, FGF4, AR, RET, BRAF, FGF23, FGF21, STK4, JUP, EP300, JUN, VEGFA, GNAS, LAMC1, FGFR2, FGFR1, BDKRB1, BCL2L1, LAMB2, KRAS, BCL2, SOS1, SOS2, EGF, MAP2K1, MAP2K2, VHL, CBL, SMAD4, IGF1, RAF1, HGF, NRAS, LAMA4, IKBKG",339,392,6781,2.908592198,6.06E-11,1.01E-11
 KRAS,KEGG_PATHWAY,cfa05200:Pathways in cancer,57,11.30952381,2.37E-13,"FGF19, HRAS, PTGS2, MMP9, ADCY5, GNA11, PPARG, FASLG, LPAR3, MMP2, GLI3, CXCL12, PTEN, EDNRA, CDC42, FOS, AGTR1, CDKN2A, RHOA, FGF1, MYC, FGF2, AKT2, FGF4, AR, RET, BRAF, FGF23, FGF21, STK4, JUP, EP300, JUN, VEGFA, GNAS, LAMC1, FGFR2, FGFR1, BDKRB1, BCL2L1, LAMB2, KRAS, BCL2, SOS1, SOS2, EGF, MAP2K1, MAP2K2, VHL, CBL, SMAD4, IGF1, RAF1, HGF, NRAS, LAMA4, IKBKG",339,392,6781,2.908592198,6.06E-11,1.01E-11
 BCL2,KEGG_PATHWAY,cfa05200:Pathways in cancer,57,11.30952381,2.37E-13,"FGF19, HRAS, PTGS2, MMP9, ADCY5, GNA11, PPARG, FASLG, LPAR3, MMP2, GLI3, CXCL12, PTEN, EDNRA, CDC42, FOS, AGTR1, CDKN2A, RHOA, FGF1, MYC, FGF2, AKT2, FGF4, AR, RET, BRAF, FGF23, FGF21, STK4, JUP, EP300, JUN, VEGFA, GNAS, LAMC1, FGFR2, FGFR1, BDKRB1, BCL2L1, LAMB2, KRAS, BCL2, SOS1, SOS2, EGF, MAP2K1, MAP2K2, VHL, CBL, SMAD4, IGF1, RAF1, HGF, NRAS, LAMA4, IKBKG",339,392,6781,2.908592198,6.06E-11,1.01E-11
 SOS1,KEGG_PATHWAY,cfa05200:Pathways in cancer,57,11.30952381,2.37E-13,"FGF19, HRAS, PTGS2, MMP9, ADCY5, GNA11, PPARG, FASLG, LPAR3, MMP2, GLI3, CXCL12, PTEN, EDNRA, CDC42, FOS, AGTR1, CDKN2A, RHOA, FGF1, MYC, FGF2, AKT2, FGF4, AR, RET, BRAF, FGF23, FGF21, STK4, JUP, EP300, JUN, VEGFA, GNAS, LAMC1, FGFR2, FGFR1, BDKRB1, BCL2L1, LAMB2, KRAS, BCL2, SOS1, SOS2, EGF, MAP2K1, MAP2K2, VHL, CBL, SMAD4, IGF1, RAF1, HGF, NRAS, LAMA4, IKBKG",339,392,6781,2.908592198,6.06E-11,1.01E-11
 SOS2,KEGG_PATHWAY,cfa05200:Pathways in cancer,57,11.30952381,2.37E-13,"FGF19, HRAS, PTGS2, MMP9, ADCY5, GNA11, PPARG, FASLG, LPAR3, MMP2, GLI3, CXCL12, PTEN, EDNRA, CDC42, FOS, AGTR1, CDKN2A, RHOA, FGF1, MYC, FGF2, AKT2, FGF4, AR, RET, BRAF, FGF23, FGF21, STK4, JUP, EP300, JUN, VEGFA, GNAS, LAMC1, FGFR2, FGFR1, BDKRB1, BCL2L1, LAMB2, KRAS, BCL2, SOS1, SOS2, EGF, MAP2K1, MAP2K2, VHL, CBL, SMAD4, IGF1, RAF1, HGF, NRAS, LAMA4, IKBKG",339,392,6781,2.908592198,6.06E-11,1.01E-11
 EGF,KEGG_PATHWAY,cfa05200:Pathways in cancer,57,11.30952381,2.37E-13,"FGF19, HRAS, PTGS2, MMP9, ADCY5, GNA11, PPARG, FASLG, LPAR3, MMP2, GLI3, CXCL12, PTEN, EDNRA, CDC42, FOS, AGTR1, CDKN2A, RHOA, FGF1, MYC, FGF2, AKT2, FGF4, AR, RET, BRAF, FGF23, FGF21, STK4, JUP, EP300, JUN, VEGFA, GNAS, LAMC1, FGFR2, FGFR1, BDKRB1, BCL2L1, LAMB2, KRAS, BCL2, SOS1, SOS2, EGF, MAP2K1, MAP2K2, VHL, CBL, SMAD4, IGF1, RAF1, HGF, NRAS, LAMA4, IKBKG",339,392,6781,2.908592198,6.06E-11,1.01E-11
 MAP2K1,KEGG_PATHWAY,cfa05200:Pathways in cancer,57,11.30952381,2.37E-13,"FGF19, HRAS, PTGS2, MMP9, ADCY5, GNA11, PPARG, FASLG, LPAR3, MMP2, GLI3, CXCL12, PTEN, EDNRA, CDC42, FOS, AGTR1, CDKN2A, RHOA, FGF1, MYC, FGF2, AKT2, FGF4, AR, RET, BRAF, FGF23, FGF21, STK4, JUP, EP300, JUN, VEGFA, GNAS, LAMC1, FGFR2, FGFR1, BDKRB1, BCL2L1, LAMB2, KRAS, BCL2, SOS1, SOS2, EGF, MAP2K1, MAP2K2, VHL, CBL, SMAD4, IGF1, RAF1, HGF, NRAS, LAMA4, IKBKG",339,392,6781,2.908592198,6.06E-11,1.01E-11
 MAP2K2,KEGG_PATHWAY,cfa05200:Pathways in cancer,57,11.30952381,2.37E-13,"FGF19, HRAS, PTGS2, MMP9, ADCY5, GNA11, PPARG, FASLG, LPAR3, MMP2, GLI3, CXCL12, PTEN, EDNRA, CDC42, FOS, AGTR1, CDKN2A, RHOA, FGF1, MYC, FGF2, AKT2, FGF4, AR, RET, BRAF, FGF23, FGF21, STK4, JUP, EP300, JUN, VEGFA, GNAS, LAMC1, FGFR2, FGFR1, BDKRB1, BCL2L1, LAMB2, KRAS, BCL2, SOS1, SOS2, EGF, MAP2K1, MAP2K2, VHL, CBL, SMAD4, IGF1, RAF1, HGF, NRAS, LAMA4, IKBKG",339,392,6781,2.908592198,6.06E-11,1.01E-11
 VHL,KEGG_PATHWAY,cfa05200:Pathways in cancer,57,11.30952381,2.37E-13,"FGF19, HRAS, PTGS2, MMP9, ADCY5, GNA11, PPARG, FASLG, LPAR3, MMP2, GLI3, CXCL12, PTEN, EDNRA, CDC42, FOS, AGTR1, CDKN2A, RHOA, FGF1, MYC, FGF2, AKT2, FGF4, AR, RET, BRAF, FGF23, FGF21, STK4, JUP, EP300, JUN, VEGFA, GNAS, LAMC1, FGFR2, FGFR1, BDKRB1, BCL2L1, LAMB2, KRAS, BCL2, SOS1, SOS2, EGF, MAP2K1, MAP2K2, VHL, CBL, SMAD4, IGF1, RAF1, HGF, NRAS, LAMA4, IKBKG",339,392,6781,2.908592198,6.06E-11,1.01E-11
 CBL,KEGG_PATHWAY,cfa05200:Pathways in cancer,57,11.30952381,2.37E-13,"FGF19, HRAS, PTGS2, MMP9, ADCY5, GNA11, PPARG, FASLG, LPAR3, MMP2, GLI3, CXCL12, PTEN, EDNRA, CDC42, FOS, AGTR1, CDKN2A, RHOA, FGF1, MYC, FGF2, AKT2, FGF4, AR, RET, BRAF, FGF23, FGF21, STK4, JUP, EP300, JUN, VEGFA, GNAS, LAMC1, FGFR2, FGFR1, BDKRB1, BCL2L1, LAMB2, KRAS, BCL2, SOS1, SOS2, EGF, MAP2K1, MAP2K2, VHL, CBL, SMAD4, IGF1, RAF1, HGF, NRAS, LAMA4, IKBKG",339,392,6781,2.908592198,6.06E-11,1.01E-11
 SMAD4,KEGG_PATHWAY,cfa05200:Pathways in cancer,57,11.30952381,2.37E-13,"FGF19, HRAS, PTGS2, MMP9, ADCY5, GNA11, PPARG, FASLG, LPAR3, MMP2, GLI3, CXCL12, PTEN, EDNRA, CDC42, FOS, AGTR1, CDKN2A, RHOA, FGF1, MYC, FGF2, AKT2, FGF4, AR, RET, BRAF, FGF23, FGF21, STK4, JUP, EP300, JUN, VEGFA, GNAS, LAMC1, FGFR2, FGFR1, BDKRB1, BCL2L1, LAMB2, KRAS, BCL2, SOS1, SOS2, EGF, MAP2K1, MAP2K2, VHL, CBL, SMAD4, IGF1, RAF1, HGF, NRAS, LAMA4, IKBKG",339,392,6781,2.908592198,6.06E-11,1.01E-11
 IGF1,KEGG_PATHWAY,cfa05200:Pathways in cancer,57,11.30952381,2.37E-13,"FGF19, HRAS, PTGS2, MMP9, ADCY5, GNA11, PPARG, FASLG, LPAR3, MMP2, GLI3, CXCL12, PTEN, EDNRA, CDC42, FOS, AGTR1, CDKN2A, RHOA, FGF1, MYC, FGF2, AKT2, FGF4, AR, RET, BRAF, FGF23, FGF21, STK4, JUP, EP300, JUN, VEGFA, GNAS, LAMC1, FGFR2, FGFR1, BDKRB1, BCL2L1, LAMB2, KRAS, BCL2, SOS1, SOS2, EGF, MAP2K1, MAP2K2, VHL, CBL, SMAD4, IGF1, RAF1, HGF, NRAS, LAMA4, IKBKG",339,392,6781,2.908592198,6.06E-11,1.01E-11
 RAF1,KEGG_PATHWAY,cfa05200:Pathways in cancer,57,11.30952381,2.37E-13,"FGF19, HRAS, PTGS2, MMP9, ADCY5, GNA11, PPARG, FASLG, LPAR3, MMP2, GLI3, CXCL12, PTEN, EDNRA, CDC42, FOS, AGTR1, CDKN2A, RHOA, FGF1, MYC, FGF2, AKT2, FGF4, AR, RET, BRAF, FGF23, FGF21, STK4, JUP, EP300, JUN, VEGFA, GNAS, LAMC1, FGFR2, FGFR1, BDKRB1, BCL2L1, LAMB2, KRAS, BCL2, SOS1, SOS2, EGF, MAP2K1, MAP2K2, VHL, CBL, SMAD4, IGF1, RAF1, HGF, NRAS, LAMA4, IKBKG",339,392,6781,2.908592198,6.06E-11,1.01E-11
 HGF,KEGG_PATHWAY,cfa05200:Pathways in cancer,57,11.30952381,2.37E-13,"FGF19, HRAS, PTGS2, MMP9, ADCY5, GNA11, PPARG, FASLG, LPAR3, MMP2, GLI3, CXCL12, PTEN, EDNRA, CDC42, FOS, AGTR1, CDKN2A, RHOA, FGF1, MYC, FGF2, AKT2, FGF4, AR, RET, BRAF, FGF23, FGF21, STK4, JUP, EP300, JUN, VEGFA, GNAS, LAMC1, FGFR2, FGFR1, BDKRB1, BCL2L1, LAMB2, KRAS, BCL2, SOS1, SOS2, EGF, MAP2K1, MAP2K2, VHL, CBL, SMAD4, IGF1, RAF1, HGF, NRAS, LAMA4, IKBKG",339,392,6781,2.908592198,6.06E-11,1.01E-11
 NRAS,KEGG_PATHWAY,cfa05200:Pathways in cancer,57,11.30952381,2.37E-13,"FGF19, HRAS, PTGS2, MMP9, ADCY5, GNA11, PPARG, FASLG, LPAR3, MMP2, GLI3, CXCL12, PTEN, EDNRA, CDC42, FOS, AGTR1, CDKN2A, RHOA, FGF1, MYC, FGF2, AKT2, FGF4, AR, RET, BRAF, FGF23, FGF21, STK4, JUP, EP300, JUN, VEGFA, GNAS, LAMC1, FGFR2, FGFR1, BDKRB1, BCL2L1, LAMB2, KRAS, BCL2, SOS1, SOS2, EGF, MAP2K1, MAP2K2, VHL, CBL, SMAD4, IGF1, RAF1, HGF, NRAS, LAMA4, IKBKG",339,392,6781,2.908592198,6.06E-11,1.01E-11
 LAMA4,KEGG_PATHWAY,cfa05200:Pathways in cancer,57,11.30952381,2.37E-13,"FGF19, HRAS, PTGS2, MMP9, ADCY5, GNA11, PPARG, FASLG, LPAR3, MMP2, GLI3, CXCL12, PTEN, EDNRA, CDC42, FOS, AGTR1, CDKN2A, RHOA, FGF1, MYC, FGF2, AKT2, FGF4, AR, RET, BRAF, FGF23, FGF21, STK4, JUP, EP300, JUN, VEGFA, GNAS, LAMC1, FGFR2, FGFR1, BDKRB1, BCL2L1, LAMB2, KRAS, BCL2, SOS1, SOS2, EGF, MAP2K1, MAP2K2, VHL, CBL, SMAD4, IGF1, RAF1, HGF, NRAS, LAMA4, IKBKG",339,392,6781,2.908592198,6.06E-11,1.01E-11
 IKBKG,KEGG_PATHWAY,cfa05200:Pathways in cancer,57,11.30952381,2.37E-13,"FGF19, HRAS, PTGS2, MMP9, ADCY5, GNA11, PPARG, FASLG, LPAR3, MMP2, GLI3, CXCL12, PTEN, EDNRA, CDC42, FOS, AGTR1, CDKN2A, RHOA, FGF1, MYC, FGF2, AKT2, FGF4, AR, RET, BRAF, FGF23, FGF21, STK4, JUP, EP300, JUN, VEGFA, GNAS, LAMC1, FGFR2, FGFR1, BDKRB1, BCL2L1, LAMB2, KRAS, BCL2, SOS1, SOS2, EGF, MAP2K1, MAP2K2, VHL, CBL, SMAD4, IGF1, RAF1, HGF, NRAS, LAMA4, IKBKG",339,392,6781,2.908592198,6.06E-11,1.01E-11
FGF19,KEGG_PATHWAY,cfa05218:Melanoma,20,3.968253968,8.79E-10,"FGF19, FGFR1, HRAS, MAP2K1, BRAF, MAP2K2, FGF23, RAF1, IGF1, HGF, FGF21, PTEN, NRAS, KRAS, CDKN2A, EGF, FGF1, FGF2, AKT2, FGF4",339,71,6781,5.634633761,2.25E-07,2.05E-08
 FGFR1,KEGG_PATHWAY,cfa05218:Melanoma,20,3.968253968,8.79E-10,"FGF19, FGFR1, HRAS, MAP2K1, BRAF, MAP2K2, FGF23, RAF1, IGF1, HGF, FGF21, PTEN, NRAS, KRAS, CDKN2A, EGF, FGF1, FGF2, AKT2, FGF4",339,71,6781,5.634633761,2.25E-07,2.05E-08
 HRAS,KEGG_PATHWAY,cfa05218:Melanoma,20,3.968253968,8.79E-10,"FGF19, FGFR1, HRAS, MAP2K1, BRAF, MAP2K2, FGF23, RAF1, IGF1, HGF, FGF21, PTEN, NRAS, KRAS, CDKN2A, EGF, FGF1, FGF2, AKT2, FGF4",339,71,6781,5.634633761,2.25E-07,2.05E-08
 MAP2K1,KEGG_PATHWAY,cfa05218:Melanoma,20,3.968253968,8.79E-10,"FGF19, FGFR1, HRAS, MAP2K1, BRAF, MAP2K2, FGF23, RAF1, IGF1, HGF, FGF21, PTEN, NRAS, KRAS, CDKN2A, EGF, FGF1, FGF2, AKT2, FGF4",339,71,6781,5.634633761,2.25E-07,2.05E-08
 BRAF,KEGG_PATHWAY,cfa05218:Melanoma,20,3.968253968,8.79E-10,"FGF19, FGFR1, HRAS, MAP2K1, BRAF, MAP2K2, FGF23, RAF1, IGF1, HGF, FGF21, PTEN, NRAS, KRAS, CDKN2A, EGF, FGF1, FGF2, AKT2, FGF4",339,71,6781,5.634633761,2.25E-07,2.05E-08
 MAP2K2,KEGG_PATHWAY,cfa05218:Melanoma,20,3.968253968,8.79E-10,"FGF19, FGFR1, HRAS, MAP2K1, BRAF, MAP2K2, FGF23, RAF1, IGF1, HGF, FGF21, PTEN, NRAS, KRAS, CDKN2A, EGF, FGF1, FGF2, AKT2, FGF4",339,71,6781,5.634633761,2.25E-07,2.05E-08
 FGF23,KEGG_PATHWAY,cfa05218:Melanoma,20,3.968253968,8.79E-10,"FGF19, FGFR1, HRAS, MAP2K1, BRAF, MAP2K2, FGF23, RAF1, IGF1, HGF, FGF21, PTEN, NRAS, KRAS, CDKN2A, EGF, FGF1, FGF2, AKT2, FGF4",339,71,6781,5.634633761,2.25E-07,2.05E-08
 RAF1,KEGG_PATHWAY,cfa05218:Melanoma,20,3.968253968,8.79E-10,"FGF19, FGFR1, HRAS, MAP2K1, BRAF, MAP2K2, FGF23, RAF1, IGF1, HGF, FGF21, PTEN, NRAS, KRAS, CDKN2A, EGF, FGF1, FGF2, AKT2, FGF4",339,71,6781,5.634633761,2.25E-07,2.05E-08
 IGF1,KEGG_PATHWAY,cfa05218:Melanoma,20,3.968253968,8.79E-10,"FGF19, FGFR1, HRAS, MAP2K1, BRAF, MAP2K2, FGF23, RAF1, IGF1, HGF, FGF21, PTEN, NRAS, KRAS, CDKN2A, EGF, FGF1, FGF2, AKT2, FGF4",339,71,6781,5.634633761,2.25E-07,2.05E-08
 HGF,KEGG_PATHWAY,cfa05218:Melanoma,20,3.968253968,8.79E-10,"FGF19, FGFR1, HRAS, MAP2K1, BRAF, MAP2K2, FGF23, RAF1, IGF1, HGF, FGF21, PTEN, NRAS, KRAS, CDKN2A, EGF, FGF1, FGF2, AKT2, FGF4",339,71,6781,5.634633761,2.25E-07,2.05E-08
 FGF21,KEGG_PATHWAY,cfa05218:Melanoma,20,3.968253968,8.79E-10,"FGF19, FGFR1, HRAS, MAP2K1, BRAF, MAP2K2, FGF23, RAF1, IGF1, HGF, FGF21, PTEN, NRAS, KRAS, CDKN2A, EGF, FGF1, FGF2, AKT2, FGF4",339,71,6781,5.634633761,2.25E-07,2.05E-08
 PTEN,KEGG_PATHWAY,cfa05218:Melanoma,20,3.968253968,8.79E-10,"FGF19, FGFR1, HRAS, MAP2K1, BRAF, MAP2K2, FGF23, RAF1, IGF1, HGF, FGF21, PTEN, NRAS, KRAS, CDKN2A, EGF, FGF1, FGF2, AKT2, FGF4",339,71,6781,5.634633761,2.25E-07,2.05E-08
 NRAS,KEGG_PATHWAY,cfa05218:Melanoma,20,3.968253968,8.79E-10,"FGF19, FGFR1, HRAS, MAP2K1, BRAF, MAP2K2, FGF23, RAF1, IGF1, HGF, FGF21, PTEN, NRAS, KRAS, CDKN2A, EGF, FGF1, FGF2, AKT2, FGF4",339,71,6781,5.634633761,2.25E-07,2.05E-08
 KRAS,KEGG_PATHWAY,cfa05218:Melanoma,20,3.968253968,8.79E-10,"FGF19, FGFR1, HRAS, MAP2K1, BRAF, MAP2K2, FGF23, RAF1, IGF1, HGF, FGF21, PTEN, NRAS, KRAS, CDKN2A, EGF, FGF1, FGF2, AKT2, FGF4",339,71,6781,5.634633761,2.25E-07,2.05E-08
 CDKN2A,KEGG_PATHWAY,cfa05218:Melanoma,20,3.968253968,8.79E-10,"FGF19, FGFR1, HRAS, MAP2K1, BRAF, MAP2K2, FGF23, RAF1, IGF1, HGF, FGF21, PTEN, NRAS, KRAS, CDKN2A, EGF, FGF1, FGF2, AKT2, FGF4",339,71,6781,5.634633761,2.25E-07,2.05E-08
 EGF,KEGG_PATHWAY,cfa05218:Melanoma,20,3.968253968,8.79E-10,"FGF19, FGFR1, HRAS, MAP2K1, BRAF, MAP2K2, FGF23, RAF1, IGF1, HGF, FGF21, PTEN, NRAS, KRAS, CDKN2A, EGF, FGF1, FGF2, AKT2, FGF4",339,71,6781,5.634633761,2.25E-07,2.05E-08
 FGF1,KEGG_PATHWAY,cfa05218:Melanoma,20,3.968253968,8.79E-10,"FGF19, FGFR1, HRAS, MAP2K1, BRAF, MAP2K2, FGF23, RAF1, IGF1, HGF, FGF21, PTEN, NRAS, KRAS, CDKN2A, EGF, FGF1, FGF2, AKT2, FGF4",339,71,6781,5.634633761,2.25E-07,2.05E-08
 FGF2,KEGG_PATHWAY,cfa05218:Melanoma,20,3.968253968,8.79E-10,"FGF19, FGFR1, HRAS, MAP2K1, BRAF, MAP2K2, FGF23, RAF1, IGF1, HGF, FGF21, PTEN, NRAS, KRAS, CDKN2A, EGF, FGF1, FGF2, AKT2, FGF4",339,71,6781,5.634633761,2.25E-07,2.05E-08
 AKT2,KEGG_PATHWAY,cfa05218:Melanoma,20,3.968253968,8.79E-10,"FGF19, FGFR1, HRAS, MAP2K1, BRAF, MAP2K2, FGF23, RAF1, IGF1, HGF, FGF21, PTEN, NRAS, KRAS, CDKN2A, EGF, FGF1, FGF2, AKT2, FGF4",339,71,6781,5.634633761,2.25E-07,2.05E-08
 FGF4,KEGG_PATHWAY,cfa05218:Melanoma,20,3.968253968,8.79E-10,"FGF19, FGFR1, HRAS, MAP2K1, BRAF, MAP2K2, FGF23, RAF1, IGF1, HGF, FGF21, PTEN, NRAS, KRAS, CDKN2A, EGF, FGF1, FGF2, AKT2, FGF4",339,71,6781,5.634633761,2.25E-07,2.05E-08
FGFR2,KEGG_PATHWAY,cfa04014:Ras signaling pathway,34,6.746031746,6.90E-09,"FGFR2, FGF19, FGFR1, FGFR4, HRAS, FASLG, BCL2L1, CDC42, KRAS, SOS1, SOS2, RHOA, RRAS, EGF, FGF1, FGF2, RASA1, AKT2, RASA2, FGF4, MAP2K1, MAP2K2, NF1, FGF23, RAF1, IGF1, FGF21, HGF, STK4, PTPN11, NRAS, VEGFA, IKBKG, CALM1",339,218,6781,3.119726124,1.77E-06,1.26E-07
 FGF19,KEGG_PATHWAY,cfa04014:Ras signaling pathway,34,6.746031746,6.90E-09,"FGFR2, FGF19, FGFR1, FGFR4, HRAS, FASLG, BCL2L1, CDC42, KRAS, SOS1, SOS2, RHOA, RRAS, EGF, FGF1, FGF2, RASA1, AKT2, RASA2, FGF4, MAP2K1, MAP2K2, NF1, FGF23, RAF1, IGF1, FGF21, HGF, STK4, PTPN11, NRAS, VEGFA, IKBKG, CALM1",339,218,6781,3.119726124,1.77E-06,1.26E-07
 FGFR1,KEGG_PATHWAY,cfa04014:Ras signaling pathway,34,6.746031746,6.90E-09,"FGFR2, FGF19, FGFR1, FGFR4, HRAS, FASLG, BCL2L1, CDC42, KRAS, SOS1, SOS2, RHOA, RRAS, EGF, FGF1, FGF2, RASA1, AKT2, RASA2, FGF4, MAP2K1, MAP2K2, NF1, FGF23, RAF1, IGF1, FGF21, HGF, STK4, PTPN11, NRAS, VEGFA, IKBKG, CALM1",339,218,6781,3.119726124,1.77E-06,1.26E-07
 FGFR4,KEGG_PATHWAY,cfa04014:Ras signaling pathway,34,6.746031746,6.90E-09,"FGFR2, FGF19, FGFR1, FGFR4, HRAS, FASLG, BCL2L1, CDC42, KRAS, SOS1, SOS2, RHOA, RRAS, EGF, FGF1, FGF2, RASA1, AKT2, RASA2, FGF4, MAP2K1, MAP2K2, NF1, FGF23, RAF1, IGF1, FGF21, HGF, STK4, PTPN11, NRAS, VEGFA, IKBKG, CALM1",339,218,6781,3.119726124,1.77E-06,1.26E-07
 HRAS,KEGG_PATHWAY,cfa04014:Ras signaling pathway,34,6.746031746,6.90E-09,"FGFR2, FGF19, FGFR1, FGFR4, HRAS, FASLG, BCL2L1, CDC42, KRAS, SOS1, SOS2, RHOA, RRAS, EGF, FGF1, FGF2, RASA1, AKT2, RASA2, FGF4, MAP2K1, MAP2K2, NF1, FGF23, RAF1, IGF1, FGF21, HGF, STK4, PTPN11, NRAS, VEGFA, IKBKG, CALM1",339,218,6781,3.119726124,1.77E-06,1.26E-07
 FASLG,KEGG_PATHWAY,cfa04014:Ras signaling pathway,34,6.746031746,6.90E-09,"FGFR2, FGF19, FGFR1, FGFR4, HRAS, FASLG, BCL2L1, CDC42, KRAS, SOS1, SOS2, RHOA, RRAS, EGF, FGF1, FGF2, RASA1, AKT2, RASA2, FGF4, MAP2K1, MAP2K2, NF1, FGF23, RAF1, IGF1, FGF21, HGF, STK4, PTPN11, NRAS, VEGFA, IKBKG, CALM1",339,218,6781,3.119726124,1.77E-06,1.26E-07
 BCL2L1,KEGG_PATHWAY,cfa04014:Ras signaling pathway,34,6.746031746,6.90E-09,"FGFR2, FGF19, FGFR1, FGFR4, HRAS, FASLG, BCL2L1, CDC42, KRAS, SOS1, SOS2, RHOA, RRAS, EGF, FGF1, FGF2, RASA1, AKT2, RASA2, FGF4, MAP2K1, MAP2K2, NF1, FGF23, RAF1, IGF1, FGF21, HGF, STK4, PTPN11, NRAS, VEGFA, IKBKG, CALM1",339,218,6781,3.119726124,1.77E-06,1.26E-07
 CDC42,KEGG_PATHWAY,cfa04014:Ras signaling pathway,34,6.746031746,6.90E-09,"FGFR2, FGF19, FGFR1, FGFR4, HRAS, FASLG, BCL2L1, CDC42, KRAS, SOS1, SOS2, RHOA, RRAS, EGF, FGF1, FGF2, RASA1, AKT2, RASA2, FGF4, MAP2K1, MAP2K2, NF1, FGF23, RAF1, IGF1, FGF21, HGF, STK4, PTPN11, NRAS, VEGFA, IKBKG, CALM1",339,218,6781,3.119726124,1.77E-06,1.26E-07
 KRAS,KEGG_PATHWAY,cfa04014:Ras signaling pathway,34,6.746031746,6.90E-09,"FGFR2, FGF19, FGFR1, FGFR4, HRAS, FASLG, BCL2L1, CDC42, KRAS, SOS1, SOS2, RHOA, RRAS, EGF, FGF1, FGF2, RASA1, AKT2, RASA2, FGF4, MAP2K1, MAP2K2, NF1, FGF23, RAF1, IGF1, FGF21, HGF, STK4, PTPN11, NRAS, VEGFA, IKBKG, CALM1",339,218,6781,3.119726124,1.77E-06,1.26E-07
 SOS1,KEGG_PATHWAY,cfa04014:Ras signaling pathway,34,6.746031746,6.90E-09,"FGFR2, FGF19, FGFR1, FGFR4, HRAS, FASLG, BCL2L1, CDC42, KRAS, SOS1, SOS2, RHOA, RRAS, EGF, FGF1, FGF2, RASA1, AKT2, RASA2, FGF4, MAP2K1, MAP2K2, NF1, FGF23, RAF1, IGF1, FGF21, HGF, STK4, PTPN11, NRAS, VEGFA, IKBKG, CALM1",339,218,6781,3.119726124,1.77E-06,1.26E-07
 SOS2,KEGG_PATHWAY,cfa04014:Ras signaling pathway,34,6.746031746,6.90E-09,"FGFR2, FGF19, FGFR1, FGFR4, HRAS, FASLG, BCL2L1, CDC42, KRAS, SOS1, SOS2, RHOA, RRAS, EGF, FGF1, FGF2, RASA1, AKT2, RASA2, FGF4, MAP2K1, MAP2K2, NF1, FGF23, RAF1, IGF1, FGF21, HGF, STK4, PTPN11, NRAS, VEGFA, IKBKG, CALM1",339,218,6781,3.119726124,1.77E-06,1.26E-07
